Name,Religious Affiliation,Percent Admitted,Tuition,State,Region,Type,Urbanization,Enrollment,Percent American Indian,Percent Asian,Percent African American,Percent Hispanic,Percent Pacific Islander,Percent White,Percent Other Ethnicity,Percent Non Resident Alien,Graduation Rate,Percent Receiving Financial Aid,Percent Receiving Student Loan
Merrimack College,Yes,79,35085,Massachusetts,New England,Private,Suburb,2758,0,2,3,6,0,62,21,6,54,96,83
College of Our Lady of the Elms,Yes,75,30132,Massachusetts,New England,Private,Suburb,1347,1,2,7,9,0,54,26,1,57,100,85
Stonehill College,Yes,71,36160,Massachusetts,New England,Private,Suburb,2481,0,2,3,4,0,85,4,1,82,92,70
Salve Regina University,Yes,67,34950,Rhode Island,New England,Private,Suburb,2026,0,1,2,5,0,74,14,1,61,92,80
Fontbonne University,Yes,65,22684,Missouri,Plains,Private,Suburb,1328,0,1,18,2,0,66,2,10,3,92,66
Barry University,Yes,47,28160,Florida,Southeast,Private,Suburb,4341,0,2,27,25,0,24,14,6,22,97,76
St Thomas University,Yes,46,26370,Florida,Southeast,Private,Suburb,1035,0,1,23,43,0,15,3,14,28,100,61
Thomas More College,Yes,88,27345,Kentucky,Southeast,Private,Suburb,1502,0,1,6,2,0,78,11,1,42,100,75
Saint Martin's University,Yes,88,30284,Washington,Far West,Private,Suburb,1428,1,5,6,10,2,55,8,7,35,95,76
Saint Norbert College,Yes,82,31866,Wisconsin,Great Lakes,Private,Suburb,2160,1,1,1,3,0,90,0,3,69,99,70
Saint Anselm College,Yes,74,35204,New Hampshire,New England,Private,Suburb,1923,0,1,2,3,0,78,14,1,71,98,77
Thomas More College of Liberal Arts,Yes,,19800,New Hampshire,New England,Private,Suburb,80,0,4,1,4,0,83,5,4,46,100,44
Saint Michael's College,Yes,75,39015,Vermont,New England,Private,Suburb,1998,0,2,2,4,0,85,1,4,69,99,87
College of Saint Benedict,Yes,76,37926,Minnesota,Plains,Private,Suburb,2051,0,6,2,5,0,80,0,6,75,100,66
Belmont Abbey College,Yes,68,18500,North Carolina,Southeast,Private,Suburb,1647,0,1,27,2,0,37,30,2,33,100,78
Saint Leo University,Yes,77,19920,Florida,Southeast,Private,Suburb,12640,0,1,33,10,0,39,13,2,31,94,68
Saint Josephs College,Yes,64,27350,Indiana,Great Lakes,Private,Town,1141,1,0,9,5,0,80,3,1,36,100,78
Siena Heights University,Yes,68,21890,Michigan,Great Lakes,Private,Town,2424,1,1,13,5,0,74,4,0,21,100,82
Silver Lake College of the Holy Family,Yes,60,23180,Wisconsin,Great Lakes,Private,Town,501,1,0,7,4,0,69,15,1,24,100,82
Benedictine College,Yes,61,23900,Kansas,Plains,Private,Town,2113,0,1,3,6,0,81,3,3,43,100,68
Saint Mary's University of Minnesota,Yes,75,29315,Minnesota,Plains,Private,Town,1932,0,2,5,3,0,53,34,3,43,99,76
Mount St Mary's University,Yes,67,34644,Maryland,Mid East,Private,Town,1741,0,2,9,8,0,74,2,2,61,100,67
Mount Aloysius College,Yes,69,20268,Pennsylvania,Mid East,Private,Town,1781,0,0,2,1,0,71,25,1,18,100,90
Saint Francis University,Yes,76,29992,Pennsylvania,Mid East,Private,Town,1694,0,1,6,3,0,78,7,3,57,98,79
University of Saint Mary,Yes,47,23170,Kansas,Plains,Private,Town,890,1,2,10,6,0,58,20,0,44,100,94
Quincy University,Yes,89,25834,Illinois,Great Lakes,Private,Town,1196,1,1,11,4,0,66,16,0,39,100,79
St Bonaventure University,Yes,80,29589,New York,Mid East,Private,Town,1826,0,3,4,5,0,70,13,2,54,99,71
College of St Joseph,Yes,68,21100,Vermont,New England,Private,Town,176,0,1,14,1,0,83,0,0,13,96,79
Mount Marty College,Yes,72,22892,South Dakota,Plains,Private,Town,1068,2,1,2,5,0,87,1,0,45,99,83
Presentation College,Yes,66,17014,South Dakota,Plains,Private,Town,791,3,1,11,5,0,73,4,0,33,99,82
Carroll College,Yes,53,27914,Montana,Rocky Mountains,Private,Town,1431,1,1,1,4,0,80,9,2,54,100,64
La Sierra University,Yes,47,29103,California,Far West,Private,City,2105,0,14,8,38,2,17,0,16,30,100,75
Union College,Yes,52,20470,Nebraska,Plains,Private,City,821,0,3,5,6,1,62,3,7,25,100,82
Oakwood University,Yes,34,16234,Alabama,Southeast,Private,City,1861,0,0,84,3,0,1,3,8,19,94,73
Pacific Union College,Yes,51,27480,California,Far West,Private,Rural,1645,0,18,8,27,2,27,10,2,24,100,83
Washington Adventist University,Yes,33,21020,Maryland,Mid East,Private,Suburb,1011,1,8,59,11,0,10,9,2,17,98,72
Southern Adventist University,Yes,38,19790,Tennessee,Southeast,Private,Suburb,2825,1,6,12,18,1,54,1,5,19,99,59
Walla Walla University,Yes,93,25377,Washington,Far West,Private,Suburb,1686,2,5,2,12,0,72,3,3,17,100,63
Andrews University,Yes,38,25470,Michigan,Great Lakes,Private,Town,1905,0,9,22,13,0,32,2,20,29,100,60
Southwestern Adventist University,Yes,54,18640,Texas,Southwest,Private,Town,791,0,5,15,40,1,23,4,8,22,100,68
California Baptist University,Yes,79,28122,California,Far West,Private,City,5797,1,5,9,30,1,45,5,2,41,95,76
Houston Baptist University,Yes,73,27930,Texas,Southwest,Private,City,2171,0,11,24,24,0,29,3,4,24,100,58
Union University,Yes,74,26880,Tennessee,Southeast,Private,City,2826,0,2,19,2,0,65,10,1,51,100,55
Shorter University-College of Adult & Professional Programs,Yes,,8160,Georgia,Southeast,Private,City,922,1,0,68,3,0,26,1,0,10,100,100
Williams Baptist College,Yes,68,13750,Arkansas,Southeast,Private,Rural,574,1,0,6,2,0,89,0,2,24,100,65
Blue Mountain College,Yes,56,9470,Mississippi,Southeast,Private,Rural,520,0,1,10,2,0,86,0,1,37,97,36
University of Mobile,Yes,71,18690,Alabama,Southeast,Private,Rural,1481,2,1,24,1,0,63,5,3,33,93,59
Truett-McConnell College,Yes,81,16610,Georgia,Southeast,Private,Rural,1606,0,1,6,3,0,71,15,2,10,100,68
North Greenville University,Yes,58,14772,South Carolina,Southeast,Private,Rural,2257,0,0,7,2,0,77,13,0,41,100,51
Mississippi College,Yes,67,14868,Mississippi,Southeast,Private,Suburb,2905,1,2,26,2,0,60,4,5,35,99,57
Louisiana College,Yes,74,14120,Louisiana,Southeast,Private,Suburb,1116,1,1,22,2,0,67,3,4,29,96,65
Southwest Baptist University,Yes,90,20040,Missouri,Plains,Private,Town,2962,1,1,4,1,0,69,23,0,37,97,64
Ouachita Baptist University,Yes,70,22370,Arkansas,Southeast,Private,Town,1543,1,1,8,4,0,84,0,2,48,99,61
Chowan University,Yes,62,22510,North Carolina,Southeast,Private,Town,1361,1,0,70,3,0,21,1,1,15,100,95
Gardner-Webb University,Yes,48,25830,North Carolina,Southeast,Private,Town,2587,1,1,21,2,0,68,6,1,43,100,69
Hannibal-LaGrange University,Yes,68,18770,Missouri,Plains,Private,Town,1198,1,1,3,1,0,84,1,8,46,93,71
Campbellsville University,Yes,68,22196,Kentucky,Southeast,Private,Town,3048,0,0,11,1,0,78,2,6,28,95,70
Wayland Baptist University,Yes,99,12550,Texas,Southwest,Private,Town,4515,1,2,17,24,1,47,4,1,21,96,68
Covenant College,Yes,57,29100,Georgia,Southeast,Private,Suburb,1104,1,2,3,2,0,89,0,2,48,100,62
Arizona Christian University,Yes,61,21832,Arizona,Southwest,Private,City,635,1,2,5,13,0,61,13,3,28,99,68
Providence Christian College,Yes,53,24222,California,Far West,Private,City,66,0,6,3,5,0,79,0,5,46,100,64
Colorado Christian University,Yes,98,25046,Colorado,Rocky Mountains,Private,City,4973,1,1,6,9,0,52,29,0,24,98,58
Clearwater Christian College,Yes,70,17125,Florida,Southeast,Private,City,495,0,2,4,12,0,79,0,1,44,100,62
Azusa Pacific University,Yes,80,32256,California,Far West,Private,Suburb,6543,0,9,6,22,1,46,8,3,47,92,50
Biola University,Yes,73,32142,California,Far West,Private,Suburb,4331,0,19,3,14,0,52,3,4,49,96,85
San Diego Christian College,Yes,49,25888,California,Far West,Private,Suburb,892,1,2,15,15,1,38,25,0,31,100,94
Wheaton College,Yes,69,30880,Illinois,Great Lakes,Private,Suburb,2444,0,8,2,4,0,75,4,3,74,81,51
Huntington University,Yes,97,24040,Indiana,Great Lakes,Private,Town,1053,0,0,2,3,0,89,0,4,57,99,80
Rocky Mountain College,Yes,67,23718,Montana,Rocky Mountains,Private,City,988,2,1,3,4,1,81,2,5,19,100,74
Tougaloo College,Yes,36,10227,Mississippi,Southeast,Private,City,878,0,0,98,0,0,1,0,0,27,94,35
Olivet College,Yes,51,23021,Michigan,Great Lakes,Private,Rural,1119,1,0,10,5,0,80,0,0,26,99,83
Lakeland College,Yes,66,22950,Wisconsin,Great Lakes,Private,Rural,2972,1,2,5,4,0,82,2,2,36,99,98
Elmhurst College,Yes,72,32920,Illinois,Great Lakes,Private,Suburb,2900,0,5,5,12,0,72,3,1,59,89,64
Defiance College,Yes,72,28690,Ohio,Great Lakes,Private,Town,892,2,1,11,5,0,77,3,1,38,100,84
Heidelberg University,Yes,,26180,Ohio,Great Lakes,Private,Town,1107,0,2,7,2,0,74,11,0,35,100,85
Talladega College,Yes,,11492,Alabama,Southeast,Private,Town,932,0,0,89,2,1,5,3,0,82,98,97
Piedmont College,Yes,61,20730,Georgia,Southeast,Private,Town,1281,0,1,10,3,0,78,5,0,40,99,65
Northland College,Yes,59,29990,Wisconsin,Great Lakes,Private,Town,552,2,1,1,5,0,78,11,1,52,100,79
Alaska Pacific University,Yes,37,29810,Alaska,Far West,Private,City,387,13,1,2,3,0,53,20,0,25,100,58
University of Indianapolis,Yes,84,24660,Indiana,Great Lakes,Private,City,4162,0,1,9,3,0,71,6,7,45,98,76
American University,Yes,43,40649,District of Columbia,Mid East,Private,City,7340,0,6,7,9,0,49,15,10,76,80,56
Hamline University,Yes,66,35108,Minnesota,Plains,Private,City,2164,1,4,4,4,0,51,30,2,60,100,74
Nebraska Wesleyan University,Yes,77,27242,Nebraska,Plains,Private,City,1927,0,2,3,4,0,81,7,1,55,100,69
Clark Atlanta University,Yes,57,21100,Georgia,Southeast,Private,City,2629,0,0,87,1,0,0,9,2,21,98,89
Dillard University,Yes,35,16094,Louisiana,Southeast,Private,City,1183,0,0,90,1,0,0,4,5,5,99,95
Bennett College,Yes,83,17355,North Carolina,Southeast,Private,City,680,0,0,89,2,0,0,6,0,25,100,94
Greensboro College,Yes,78,26306,North Carolina,Southeast,Private,City,974,1,1,27,3,0,52,13,0,15,100,93
Virginia Wesleyan College,Yes,93,32482,Virginia,Southeast,Private,City,1459,1,1,23,6,0,58,3,1,37,98,73
Oklahoma City University,Yes,72,29426,Oklahoma,Southwest,Private,City,1964,3,2,6,7,0,59,1,17,49,96,54
Texas Wesleyan University,Yes,30,22040,Texas,Southwest,Private,City,1724,1,3,15,18,0,40,3,18,15,98,73
North Central College,Yes,64,32613,Illinois,Great Lakes,Private,City,2797,0,2,4,8,0,77,5,2,51,99,75
University of Evansville,Yes,84,30596,Indiana,Great Lakes,Private,City,2477,0,1,3,3,0,78,5,8,53,96,55
Birmingham Southern College,Yes,64,30690,Alabama,Southeast,Private,City,1188,1,4,9,3,0,81,1,0,53,98,80
Huntingdon College,Yes,63,23500,Alabama,Southeast,Private,City,1110,1,1,19,2,0,58,16,0,30,100,78
Philander Smith College,Yes,,12564,Arkansas,Southeast,Private,City,556,0,0,89,0,0,1,0,8,20,100,79
Paine College,Yes,44,13332,Georgia,Southeast,Private,City,924,0,0,91,2,0,2,2,1,4,99,90
Centenary College of Louisiana,Yes,66,30740,Louisiana,Southeast,Private,City,586,1,3,14,5,0,71,0,2,49,100,61
Millsaps College,Yes,47,32520,Mississippi,Southeast,Private,City,744,1,4,9,3,0,76,3,3,59,100,59
Duke University,Yes,13,45376,North Carolina,Southeast,Private,City,6646,0,14,7,5,0,50,3,18,87,64,39
High Point University,Yes,64,30715,North Carolina,Southeast,Private,City,3999,1,1,7,3,0,83,2,1,58,73,47
Methodist University,Yes,61,27830,North Carolina,Southeast,Private,City,2243,1,2,19,7,0,52,10,6,18,99,71
Columbia College,Yes,65,26800,South Carolina,Southeast,Private,City,1010,0,1,38,6,0,51,1,1,32,98,68
McMurry University,Yes,59,24296,Texas,Southwest,Private,City,1212,1,1,16,21,0,58,0,1,25,99,73
Wesley College,Yes,62,23590,Delaware,Mid East,Private,City,1600,0,2,38,5,0,43,8,0,11,97,78
Albright College,Yes,62,36660,Pennsylvania,Mid East,Private,City,2349,1,3,16,9,0,62,6,3,48,99,98
Lycoming College,Yes,72,33746,Pennsylvania,Mid East,Private,City,1307,0,1,5,3,0,77,7,4,54,100,75
Morningside College,Yes,53,25990,Iowa,Plains,Private,City,1305,0,0,1,3,0,82,12,1,48,100,83
Hendrix College,Yes,80,37816,Arkansas,Southeast,Private,City,1431,2,5,5,5,0,71,7,4,63,100,46
Bethune-Cookman University,Yes,67,14410,Florida,Southeast,Private,City,3724,0,0,89,3,0,2,2,2,23,99,95
Florida Southern College,Yes,50,28580,Florida,Southeast,Private,City,2416,0,2,6,9,0,72,1,5,47,99,77
Wesleyan College,Yes,43,19775,Georgia,Southeast,Private,City,651,0,1,33,4,0,38,2,19,58,100,58
Kentucky Wesleyan College,Yes,67,21200,Kentucky,Southeast,Private,City,657,0,0,12,2,0,74,10,2,25,100,89
North Carolina Wesleyan College,Yes,47,26632,North Carolina,Southeast,Private,City,1602,1,0,49,2,0,30,12,3,23,84,71
Wofford College,Yes,69,35515,South Carolina,Southeast,Private,City,1615,0,3,8,2,0,82,1,2,78,92,45
Randolph College,Yes,83,32850,Virginia,Southeast,Private,City,665,1,2,9,6,0,69,0,11,46,100,83
Shenandoah University,Yes,85,29934,Virginia,Southeast,Private,City,2150,1,7,10,5,0,65,7,4,34,100,79
Green Mountain College,Yes,76,32192,Vermont,New England,Private,Rural,590,1,1,5,2,0,66,21,3,31,98,79
Pfeiffer University,Yes,96,24150,North Carolina,Southeast,Private,Rural,951,0,1,26,3,0,50,14,5,33,100,83
Ferrum College,Yes,74,28585,Virginia,Southeast,Private,Rural,1512,0,0,32,5,0,52,4,1,20,100,97
Reinhardt University,Yes,51,18670,Georgia,Southeast,Private,Rural,1217,0,1,16,5,0,69,8,0,21,92,59
Emory & Henry College,Yes,66,28966,Virginia,Southeast,Private,Rural,936,1,0,10,2,0,78,5,1,33,100,70
McKendree University,Yes,63,26050,Illinois,Great Lakes,Private,Suburb,2358,1,1,13,4,0,73,5,1,32,100,70
Baldwin Wallace University,Yes,64,27840,Ohio,Great Lakes,Private,Suburb,3425,0,1,8,4,0,80,1,1,55,100,97
Ohio Wesleyan University,Yes,75,40510,Ohio,Great Lakes,Private,Suburb,1830,0,3,6,5,0,72,3,7,54,99,73
Otterbein University,Yes,74,31424,Ohio,Great Lakes,Private,Suburb,2479,0,2,7,2,0,81,4,2,2,100,82
Centenary College,Yes,91,30540,New Jersey,Mid East,Private,Suburb,1708,0,1,8,8,0,49,30,3,56,100,79
Drew University,Yes,77,44068,New Jersey,Mid East,Private,Suburb,1493,0,4,12,11,0,50,14,7,65,97,62
Emory University,Yes,26,44008,Georgia,Southeast,Private,Suburb,7836,0,16,10,6,0,45,6,15,84,53,35
Randolph-Macon College,Yes,64,34850,Virginia,Southeast,Private,Suburb,1315,0,2,10,4,0,77,1,3,57,100,73
Southern Methodist University,Yes,51,43800,Texas,Southwest,Private,Suburb,6357,0,6,6,10,0,62,1,11,67,76,32
Southwestern University,Yes,52,35240,Texas,Southwest,Private,Suburb,1535,1,4,5,19,0,67,1,2,65,100,57
Lebanon Valley College,Yes,67,35700,Pennsylvania,Mid East,Private,Suburb,1766,0,2,2,4,0,85,4,0,68,100,78
MacMurray College,Yes,75,22400,Illinois,Great Lakes,Private,Town,571,0,1,13,4,0,73,7,0,28,100,92
DePauw University,Yes,61,40640,Indiana,Great Lakes,Private,Town,2304,0,3,6,3,0,67,3,10,74,98,44
Adrian College,Yes,56,30758,Michigan,Great Lakes,Private,Town,1649,0,1,10,2,0,75,8,0,39,98,85
Allegheny College,Yes,65,39100,Pennsylvania,Mid East,Private,Town,2161,0,2,4,6,0,79,1,3,74,100,71
Southwestern College,Yes,90,23886,Kansas,Plains,Private,Town,1358,1,1,9,8,0,62,12,3,42,100,80
Central Methodist University-College of Liberal Arts and Sciences,Yes,65,21320,Missouri,Plains,Private,Town,1107,0,1,3,1,0,63,31,0,26,100,84
Central Methodist University-College of Graduate and Extended Studies,Yes,,,Missouri,Plains,Private,Town,4330,0,0,1,0,0,70,29,0,,,
LaGrange College,Yes,58,25690,Georgia,Southeast,Private,Town,856,1,1,22,2,0,71,1,1,31,99,79
Rust College,Yes,14,8900,Mississippi,Southeast,Private,Town,922,0,0,95,0,0,0,1,3,12,99,92
Claflin University,Yes,53,15010,South Carolina,Southeast,Private,Town,1834,1,0,91,2,0,2,0,4,29,98,95
Martin Methodist College,Yes,,22272,Tennessee,Southeast,Private,Town,1144,1,0,10,2,0,67,15,5,40,97,69
Tennessee Wesleyan College,Yes,71,21800,Tennessee,Southeast,Private,Town,1068,0,1,7,2,0,82,3,3,32,95,66
Wiley College,Yes,,11382,Texas,Southwest,Private,Town,1388,0,0,85,7,0,2,0,5,7,100,70
Albion College,Yes,56,36051,Michigan,Great Lakes,Private,Town,1307,0,2,3,3,0,80,5,4,64,99,67
University of Mount Union,Yes,71,27380,Ohio,Great Lakes,Private,Town,2096,0,1,6,2,0,81,4,3,53,95,80
Ohio Northern University,Yes,68,36720,Ohio,Great Lakes,Private,Town,2702,0,2,3,1,0,84,1,6,53,99,93
Cornell College,Yes,64,36430,Iowa,Plains,Private,Town,1125,1,3,5,13,0,65,4,6,64,96,71
Simpson College,Yes,88,30999,Iowa,Plains,Private,Town,1712,1,1,2,2,0,87,5,1,55,100,79
Baker University,Yes,87,25580,Kansas,Plains,Private,Town,1897,2,1,9,4,0,75,6,0,36,100,73
Brevard College,Yes,45,25200,North Carolina,Southeast,Private,Town,701,1,1,10,0,0,75,5,6,31,99,67
Iowa Wesleyan College,Yes,60,25550,Iowa,Plains,Private,Town,599,1,1,6,5,0,65,14,6,17,100,98
Kansas Wesleyan University,Yes,54,23800,Kansas,Plains,Private,Town,684,1,1,7,13,0,71,1,4,31,99,77
Dakota Wesleyan University,Yes,70,22700,South Dakota,Plains,Private,Town,810,1,0,2,4,0,90,0,1,31,100,84
Lindsey Wilson College,Yes,,22070,Kentucky,Southeast,Private,Town,2200,0,1,9,1,0,70,17,0,15,100,70
Union College,Yes,74,22000,Kentucky,Southeast,Private,Town,818,0,0,7,2,0,83,1,5,16,100,87
West Virginia Wesleyan College,Yes,77,26794,West Virginia,Southeast,Private,Town,1367,0,0,8,2,0,80,2,5,43,100,73
Houghton College,Yes,91,27728,New York,Mid East,Private,Rural,1081,0,1,3,2,0,84,1,7,65,100,72
Southern Wesleyan University,Yes,94,22200,South Carolina,Southeast,Private,Suburb,1333,1,0,31,3,0,56,6,2,29,97,77
Indiana Wesleyan University,Yes,95,23628,Indiana,Great Lakes,Private,Town,10766,0,1,19,3,0,74,0,0,55,80,71
Oklahoma Wesleyan University,Yes,49,22252,Oklahoma,Southwest,Private,Town,1214,7,0,7,6,0,63,8,5,50,100,72
Wisconsin Lutheran College,Yes,64,24770,Wisconsin,Great Lakes,Private,City,1070,1,1,6,4,0,82,2,2,45,100,93
Martin Luther College,Yes,96,12300,Minnesota,Plains,Private,Town,763,0,0,1,1,0,94,0,3,52,97,77
University of North Georgia,No,,,Georgia,Southeast,Public,Town,,,,,,,,,,,,
Texas A & M University-Galveston,No,,,Texas,Southwest,Public,Town,,,,,,,,,,,,
